"order_id","product_id","quantity"
51188,500,3
51187,500,4
51199,500,5
51241,500,1
51297,500,1
51319,500,1
51357,500,1
51371,500,1
51424,500,1
51452,500,1
51472,500,1
51496,500,1
51508,500,1
51570,500,1
51579,500,1
51616,500,1
51655,500,1
51918,500,1
51919,500,1
52150,500,1
52208,500,1
52323,500,1
52363,500,1
52399,500,1
52569,500,1
52574,500,1
52614,500,1
52835,500,1
52834,500,1
52879,500,1
52927,500,1
53001,500,1
53060,500,1
53131,500,1
53175,500,1
53446,500,1
53440,500,1
53441,500,1
53863,500,1
53869,500,1
53918,606,1
53967,606,1
54100,606,1
54142,606,1
54137,606,1
54177,606,1
54244,606,1
54522,606,1
54584,606,1
54763,606,1
54875,606,1
54931,606,1
55029,606,1
55495,606,1
55729,606,1
55798,606,1
55805,606,1
55918,606,1
56017,606,1
56109,606,1
56262,606,1
56330,606,1
56367,606,1
56477,606,1
56591,606,1
56590,606,1
56642,606,1
56685,606,1
56690,606,1
56793,606,1
56957,606,1
57000,606,1
57237,606,1
57232,606,1
57366,606,1
57359,606,1
57357,606,1
57365,606,1
57423,606,1
57531,606,1
57530,606,1
57628,606,1
57681,606,1
57741,606,1
57744,606,1
57837,606,1
57952,606,1
57953,606,1
57955,606,1
58006,606,1
58069,606,1
58123,606,1
58122,606,1
58189,606,1
58186,606,1
58284,606,1
58401,606,1
58412,606,1
58532,606,1
58817,606,1
58827,606,1
58834,606,1
58818,606,1
58825,606,1
58888,606,1
59142,606,1
59203,606,1
59264,606,1
59400,606,1
59477,606,1
59574,606,1
59642,606,1
59700,606,1
59694,606,1
59704,606,1
59825,606,1
59814,606,1
59828,606,1
59815,606,1
59900,606,1
59976,606,1
60039,606,1
60106,606,1
60109,606,1
60111,606,1
60173,606,1
60306,606,1
60381,606,1
60433,606,1
60440,606,1
60441,606,1
60509,606,1
60515,606,1
60559,606,1
60623,606,1
60622,606,1
60745,606,1
60759,606,1
60746,606,1
60758,606,1
60823,606,1
60817,606,1
60825,606,1
60829,606,1
60889,606,1
60892,606,1
60954,606,1
60948,606,1
61169,606,1
61162,606,1
61311,606,1
61371,606,1
61427,606,1
61423,606,1
61426,606,1
61424,606,1
61531,606,1
61532,606,1
61594,606,1
61597,606,1
61595,606,1
62082,606,1
62087,606,1
62284,606,1
62344,606,1
62339,606,1
62335,606,1
62463,606,1
62572,606,1
62571,606,1
62743,606,1
62744,606,1
62813,606,1
62870,606,1
62993,606,1
62994,606,1
63001,606,1
63054,606,1
63118,606,1
63117,606,1
63355,606,1
63418,606,1
63420,606,1
63489,606,1
63476,606,1
63543,606,1
63747,606,1
63748,606,1
63816,606,1
63876,606,1
63872,606,1
63982,606,1
63983,606,1
64046,606,1
64048,606,1
64044,606,1
64224,606,1
64223,606,1
64222,606,1
64370,606,1
64375,606,1
64441,606,1
64447,606,1
64717,606,1
64788,606,1
64895,606,1
65084,606,1
65391,606,1
65387,606,1
65386,606,1
65439,606,1
65546,606,1
65552,606,1
65674,606,1
65668,606,1
65678,606,1
65679,606,1
65738,606,1
65790,606,1
65799,606,1
65788,606,1
65781,606,1
65875,606,1
66010,606,1
66011,606,1
66136,606,1
66145,606,1
66193,606,1
66258,606,1
66257,606,1
66317,606,1
66311,606,1
66486,606,1
66564,606,1
66557,606,1
66563,606,1
66689,606,1
66759,606,1
66745,606,1
66762,606,1
66758,606,1
66824,606,1
66880,606,1
66870,606,1
66937,606,1
67012,606,1
67073,606,1
67136,606,1
67247,606,1
67411,606,1
67473,606,1
67472,606,1
67469,606,1
67566,606,1
67570,606,1
67555,606,1
67627,606,1
67827,606,1
67832,606,1
67901,606,1
67898,606,1
67902,606,1
67957,606,1
67947,606,1
68013,606,1
68019,606,1
68021,606,1
68018,606,1
68075,606,1
68147,606,1
68146,606,1
68465,606,1
68449,606,1
68529,606,1
68674,606,1
68672,606,1
68723,606,1
68803,606,1
68797,606,1
68868,606,1
69014,606,1
69019,606,1
69079,606,1
69085,606,1
69152,606,1
69140,606,1
69238,606,1
69297,606,1
69305,606,1
69373,606,1
69640,606,1
69647,606,1
69632,606,1
69711,606,1
69789,606,1
69784,606,1
69855,606,1
69862,606,1
69856,606,1
69861,606,1
